restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
La Lune Bleue Restaurant & Bar,Passirac,"Le Bourg, 16480 Passirac France",45.34534,-0.062237,"French, British, European",€€-€€€,4.5,40.0,fish chips home cooking sunday lunch bleue lauren,"Vegetarian Friendly, Vegan Options",,,fish chips home cooking sunday lunch bleue lauren,2,1,1,0.5884501619681205
George's Roll Seafood,Nice,"40 42 rue Droite, 06300 Nice France",43.69639,7.277094,"Street Food, Canadian",€,5.0,239.0,crab roll sandwiches catfish bread fresh seafood,,"Takeout, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",,crab roll sandwiches catfish bread fresh seafood,1,1,1,1.343516364326534
Ecrit'Vin,Beaune,"8 Place Carnot, 21200, Beaune France",47.022453,4.837943,"French, European, Healthy",€€-€€€,4.5,575.0,beef bourguignon rognons snails dauphinoise potatoes chicken,Vegetarian Friendly,,,beef bourguignon rognons snails dauphinoise potatoes chicken,5,1,1,0.9117883067427311
La Maison de la Sauce by Pignatelle,Beaulieu-sur-Mer,"10 rue du Quincenet, 06310 Beaulieu-sur-Mer France",43.70616,7.332042,"French, Mediterranean, Healthy",€€-€€€,4.5,547.0,duck culinary experience selection wines friendly service la maison,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,duck culinary experience selection wines friendly service la maison,4,1,1,2.0542354641201794
Le Rossini,Nice,"54 boulevard Gambetta, 06000 Nice France",43.701015,7.256404,"Italian, French, Mediterranean, European",€€-€€€,4.0,384.0,mussels pizza seafood bad service nice restaurant,Vegetarian Friendly,,,mussels pizza seafood bad service nice restaurant,0,1,1,0.47268610379552134
Aux Antipodes,Marseille,"26 rue Sainte, 13001 Marseille France",43.292553,5.375372,"Brazilian, Asian, Thai, Healthy, Fusion",€€-€€€,4.5,754.0,sushi burger fresh ingredients chef fusion,Vegetarian Friendly,,,sushi burger fresh ingredients chef fusion,1,1,1,2.369957496804059
Bar & Restaurant Le Dahlia,Saint-Martin-de-Belleville,"les Grangeraies, 73440, Les Belleville France",45.37707,6.504186,"Bar, European",€€-€€€,3.5,86.0,lunch veggie burger pit stop friendly service chips,Vegetarian Friendly,,4.5,lunch veggie burger pit stop friendly service chips,3,0,0,-0.44722053452915145
Le Beffroi,Nuits-Saint-Georges,"4 Grande rue, 21700 Nuits-Saint-Georges France",47.136665,4.948918,"French, Bar, European",€€-€€€,3.5,175.0,burger nuit st bistro george france,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar",3.5,burger nuit st bistro george france,3,0,1,0.6918146454094066
Restaurant La Gare,Gex,"154 avenue de la Gare, 01170 Gex France",46.333363,6.062908,"French, European",€€-€€€,4.0,361.0,plat du jour train station terrace details presentation,Vegetarian Friendly,,3.5,plat du jour train station terrace details presentation,2,1,0,-0.6044249264975877
Le Petit Cadet,Paris,"9 rue Cadet, 75009 Paris France",48.87498,2.343056,"French, Bar, European",€€-€€€,4.5,211.0,burger beef pasta truffle bread,Vegetarian Friendly,,,burger beef pasta truffle bread,3,1,1,0.0516004142755524
La Sirène,Saint-Hilaire-de-Riez,"156 avenue de la Pege, 85270 Saint-Hilaire-de-Riez France",46.75086,-2.015369,"French, European",€€-€€€,3.5,271.0,chicken nuggets creme brulee kids menu children holiday,Vegetarian Friendly,,,chicken nuggets creme brulee kids menu children holiday,5,0,1,0.9743161637741254
Bourgogne Sud,Paris,"14 rue de Clichy, 75009 Paris France",48.878075,2.330117,"French, European",€€-€€€,4.5,919.0,beef bourgogne steak chicken salad de paris,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,beef bourgogne steak chicken salad de paris,5,1,0,-0.8297653985406875
Le Montrachet,Puligny-Montrachet,"10 Place du Paquier de la Fontaine, 21190 Puligny-Montrachet, Beaune France",46.944466,4.753648,"French, European",€€€€,4.5,719.0,bread wine list fantastic lunch lunch menu between courses,Vegetarian Friendly,,4.5,bread wine list fantastic lunch lunch menu between courses,4,1,1,1.5677974250572326
ASPIC,Paris,"24 rue de la Tour D Auvergne, 75009 Paris France",48.879196,2.343756,"French, European, Contemporary, Healthy",€€€€,5.0,981.0,tasting menu seven courses pollock fixed menu mackerel,,"Gift Cards Available, Reservations, Seating, Serves Alcohol, Accepts Mastercard, Accepts Visa, Accepts Credit Cards",,tasting menu seven courses pollock fixed menu mackerel,4,1,1,1.424040293487631
Maison des Tanneurs,Strasbourg,"42 rue du Bain aux Plantes Proche Place Zix et Canaux de L'ill dans La Petite France, 67000, Strasbourg France",48.581264,7.741944,"French, European",€€-€€€,4.5,943.0,choucroute sauerkraut onion soup salmon pork,,"Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service, Gift Cards Available",4.5,choucroute sauerkraut onion soup salmon pork,5,1,0,-0.8514257673890052
Bistro V,Paris,"56 boulevard de Port Royal, 75005 Paris France",48.837738,2.346222,"French, Diner, European",€€-€€€,4.5,894.0,snails duck baked camembert chocolate torte chorizo,,,,snails duck baked camembert chocolate torte chorizo,5,1,1,1.0847921052747063
L'Alchimie Restaurant,Bayeux,"49 rue Saint Jean, 14400, Bayeux France",49.276333,-0.699333,"French, European",€€-€€€,4.5,726.0,pork steak service excellent highly recommend restaurant reservation,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,pork steak service excellent highly recommend restaurant reservation,0,1,1,1.2566882609404328
L'Atelier Alexandre Bousquet,Biarritz,"52 Avenue Alan Seeger, 64200 Biarritz France",43.44937,-1.544986,French,€€€€,4.5,91.0,mango foie gras delicious food cuisine chef,,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Free off-street parking, Digital Payments, Free Wifi",,mango foie gras delicious food cuisine chef,1,1,1,1.572477246306496
Garopapilles,Bordeaux,"62, rue Abbé de l'Épée, 33000, Bordeaux France",44.841915,-0.582564,"Diner, French, European, Contemporary",€€€€,4.5,615.0,taster menu set menu small restaurant great restaurant michelin,"Vegetarian Friendly, Gluten Free Options",,4.5,taster menu set menu small restaurant great restaurant michelin,4,1,1,1.6393210259630444
Otaku Restaurant Japonais,Nice,"2 rue Paganini, 06000 Nice France",43.70187,7.264055,"Japanese, Asian, Sushi",€€-€€€,4.5,60.0,sushi chicken great food anime waitress,Vegetarian Friendly,,,sushi chicken great food anime waitress,3,1,1,1.0083302003996257
La Veraison,Paris,"64 rue de la Croix Nivert, 75015 Paris France",48.84495,2.297453,"French, Healthy, Fusion",€€-€€€,4.5,689.0,duck risotto chocolate dessert shrimp excellent restaurant,Vegetarian Friendly,"Free Wifi, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.5,duck risotto chocolate dessert shrimp excellent restaurant,3,1,1,0.5261607066452595
Le Yeti,Avoriaz,"582 route de l Alpage Plateau d'Avoriaz, 74110 Avoriaz, Morzine France",46.193443,6.77339,"French, Bar, European",€€-€€€,4.0,450.0,lunch crepes sandwich vegetable soup great location,Vegetarian Friendly,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,lunch crepes sandwich vegetable soup great location,3,1,1,0.2907652881529158
Crepe Val's,Val d'Isere,"Immeuble Les Verdets, 73150 Val d'Isère France",45.448586,6.980275,French,€€-€€€,4.0,247.0,crepes extensive menu friendly service creperie savory,"Vegetarian Friendly, Vegan Options",,3.5,crepes extensive menu friendly service creperie savory,5,1,1,1.17070116172557
Le Tchitchou,Nice,"29 avenue Georges Clemenceau 06000 Nice, 06000 Nice France",43.701702,7.26286,"Mediterranean, French, European, Healthy",€€-€€€,4.5,718.0,rabbit stuffed sardines pasta trippa eat local,Vegetarian Friendly,,4.5,rabbit stuffed sardines pasta trippa eat local,3,1,1,0.4036331802213042
Da Passano,Bonifacio,"53 quai Jerome Comparetti, 20169 Bonifacio, Corsica France",41.3881,9.163593,"Fusion, Wine Bar, French, Mediterranean, European, Healthy",€€-€€€,4.5,1209.0,tapas pancetta sea bass style dishes booked table,"Vegetarian Friendly, Gluten Free Options",,,tapas pancetta sea bass style dishes booked table,2,1,1,0.5763018825695689
Le Potiron Gourmet,Nice,"3 avenue de Carras, 06200 Nice France",43.680523,7.23001,"French, Mediterranean, European, Healthy, Contemporary",€€-€€€,4.5,225.0,veal cooked perfection sauce cuisine dish,Vegetarian Friendly,,4.0,veal cooked perfection sauce cuisine dish,4,1,1,1.5628437615723818
Les Bonnes Soeurs,Paris,"8 rue du Pas de la Mule, 75003 Paris France",48.856007,2.366914,"French, European",€€-€€€,4.0,540.0,brunch bread pancakes french fries vosges,"Vegetarian Friendly, Vegan Options",,4.0,brunch bread pancakes french fries vosges,5,1,1,0.3806891836207
Restaurant et Caveau de la Porte Guillaume,Dijon,"Place Darcy, 21000, Dijon France",47.32321,5.034942,French,€€-€€€,4.0,597.0,beef bourguignon mousse cheese board tasting menu foie gras,,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,beef bourguignon mousse cheese board tasting menu foie gras,4,1,1,0.6623205872816945
Franchin,Nice,"10 rue Massenet Zone Pietonne, 06000 Nice France",43.69645,7.264086,"French, European",€€-€€€,4.5,878.0,lobster soupe de poisson burrata salad chef,"Vegetarian Friendly, Gluten Free Options",,4.5,lobster soupe de poisson burrata salad chef,0,1,1,0.7869741208826193
Wok 86,Gond-Pontouvre,"93 route de Paris, 16160 Gond-Pontouvre France",45.66762,0.172504,"Chinese, Asian, Vietnamese, Japanese",€,3.5,108.0,soft drinks per person all you can eat chinese restaurant beer wine,Vegetarian Friendly,,,soft drinks per person all you can eat chinese restaurant beer wine,2,0,1,0.3462967676234618
60 Degres Tisanerie Moderne,Aix-en-Provence,"6 rue Paul Bert, 13100, Aix-en-Provence France",43.530357,5.448389,French,€€-€€€,4.5,82.0,bread herbal tea gf options gluten dishes,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,bread herbal tea gf options gluten dishes,1,1,1,1.1909488993247814
Le Yeti,Morillon,"le Badnay, 74440 Morillon France",46.08178,6.681117,"French, European",€€-€€€,4.5,161.0,pizza steak tartiflette during our stay food wine,,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service, Full Bar",3.0,pizza steak tartiflette during our stay food wine,2,1,1,0.6591626061973883
Leon de Bruxelles,Paris,"63 avenue des Champs Elysees, 75008 Paris France",48.87067,2.30474,"French, European",€€-€€€,3.5,2245.0,mussels fries seafood rice champs elysees,,,3.5,mussels fries seafood rice champs elysees,0,0,0,-0.48612203752695715
Le Garde Manger,Bayeux,"23 rue Larcher Hôtel Reine Mathilde à Bayeux - Brasserie, Pizzéria, Crêperie, 14400, Bayeux France",49.27608,-0.701678,"French, Bar",€€-€€€,4.0,1505.0,burger fries crepes mussels brasserie,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,burger fries crepes mussels brasserie,5,1,0,-0.38529580922117035
La Maison à Colonnes,Sainte-Foy-Tarentaise,"Station, Sainte-Foy-Tarentaise France",45.577667,6.894012,"French, European",€€-€€€,4.0,264.0,lunch great beer ate here apres ski sun,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",4.0,lunch great beer ate here apres ski sun,2,1,1,0.19288070782695688
La Chaloupe,Wissant,"Rue du muret Rue Muret, 62179 Wissant France",50.88552,1.667292,"French, Seafood, European",€€-€€€,4.0,674.0,lunch fruits de mer crab seafood langoustines,,"Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,lunch fruits de mer crab seafood langoustines,5,1,1,0.30795068432378814
L'Entrecote,Bordeaux,"4 cours du 30 Juillet, 33000, Bordeaux France",44.843178,-0.5745,"French, Steakhouse, European",€€-€€€,4.0,4474.0,steak chips walnut salad entrecote french fries profiteroles,,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",3.5,steak chips walnut salad entrecote french fries profiteroles,5,1,1,0.7031310124114629
Restaurant L'Opéra Café,Avignon,"24 Place de l Horloge face au grand opera d Avignon, 84000, Avignon France",43.949535,4.806028,"French, European, Mediterranean",€€-€€€,3.5,968.0,fish soup burger filet interesting decor touristic place,Vegetarian Friendly,,3.5,fish soup burger filet interesting decor touristic place,4,0,1,0.3806881105356294
Jean-Luc Rabanel,Arles,"7 rue des Carmes, 13200, Arles France",43.676014,4.626957,"French, Mediterranean, European",€€€€,4.0,777.0,gelato creative food lunch menu vegetables chef,"Vegetarian Friendly, Vegan Options",,3.5,gelato creative food lunch menu vegetables chef,1,1,1,2.0470306239501457
Coeur des Neiges,Tignes,"Promenade de Toviere, 73320 Tignes France",45.46856,6.908571,"French, European, Contemporary",€€-€€€,4.0,533.0,crepes burger potatoes lovely meal service great,"Vegetarian Friendly, Vegan Options",,,crepes burger potatoes lovely meal service great,1,1,0,-0.014161294281212045
SteakHouse Club 72  Val Thorens,Val Thorens,"Rue de Gebroulaz, 73440 Val Thorens, Les Belleville France",45.29696,6.585169,"Steakhouse, French, European, Gastropub",€€-€€€,4.5,249.0,steak ribs salad foie gras cooked perfection,"Vegetarian Friendly, Gluten Free Options","Highchairs Available, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service, Free Wifi",,steak ribs salad foie gras cooked perfection,4,1,1,0.5775935689731456
La Societe,Paris,"4 Place Saint Germain des Pres Saint-Germain-des-Prés, 75006 Paris France",48.85446,2.333373,"French, European, Fusion, Gastropub",€€€€,4.0,877.0,tom yam sole pasta tuna escargot,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.0,tom yam sole pasta tuna escargot,3,1,0,-0.7170969217797484
Restaurant Cafe Du Soleil,Lyon,"2 Rue St Georges, 69005 Lyon France",45.759388,4.825558,"French, European",€€-€€€,4.0,564.0,quenelle lyonnaise salad foie gras lobster soup,,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,quenelle lyonnaise salad foie gras lobster soup,4,1,1,0.6500887291787834
Restaurant Le Santana,Sagone,"Plage du Santana Esigna, 20118 Sagone, Corsica France",42.101227,8.707642,"French, Seafood, Mediterranean, European, Healthy",€€-€€€,5.0,1553.0,lunch corsican wines excellent value without reservation sea,"Vegetarian Friendly, Vegan Options",,,lunch corsican wines excellent value without reservation sea,1,1,1,1.6039076417108404
Asiatique cuisine,Confolens,"Place Henri Dezaphie, 16500, Confolens France",46.01534,0.673503,"Asian, Thai, Healthy",€€-€€€,4.5,12.0,thai red curry rice ice cream great restaurant spicy,,,,thai red curry rice ice cream great restaurant spicy,0,1,1,0.8887855791131494
Brasserie Le Nord,Lyon,"18 rue Neuve, 69002 Lyon France",45.765244,4.835705,French,€€-€€€,4.0,1489.0,chicken escargot macaroni quenelle bread,Vegetarian Friendly,"Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Gift Cards Available",4.0,chicken escargot macaroni quenelle bread,5,1,1,1.2878387603384405
Le Bistrot du Peintre,Paris,"116 avenue Ledru Rollin, 75011 Paris France",48.853207,2.377258,"French, Bar, European",€€-€€€,4.0,484.0,duck confit art nouveau decor nice neighborhood main course friday evening,Vegetarian Friendly,,4.0,duck confit art nouveau decor nice neighborhood main course friday evening,3,1,0,-0.31605257641128015
